queryid,responseid,queryname,responsename,releasedate,requiredage,democount,developercount,dlccount,metacritic,moviecount,packagecount,recommendationcount,publishercount,screenshotcount,steamspyowners,steamspyownersvariance,steamspyplayersestimate,steamspyplayersvariance,achievementcount,achievementhighlightedcount,controllersupport,isfree,freeveravail,purchaseavail,subscriptionavail,platformwindows,platformlinux,platformmac,pcreqshavemin,pcreqshaverec,linuxreqshavemin,linuxreqshaverec,macreqshavemin,macreqshaverec,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer,pricecurrency,priceinitial,pricefinal,supportemail,supporturl,abouttext,background,shortdescrip,detaileddescrip,drmnotice,extuseracctnotice,headerimage,legalnotice,reviews,supportedlanguages,website,pcminreqstext,pcrecreqstext,linuxminreqstext,linuxrecreqstext,macminreqstext,macrecreqstext
2100,2100,Dark Messiah of Might & Magic Single Player,Dark Messiah of Might & Magic,Oct 25 2006,17,1,1,0,72,4,1,2776,1,6,966156,25694,405509,16659,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,USD,9.99,9.99,,,Discover a new breed of Action-RPG game powered by an enhanced version of the Source(tm) Engine by Valve. Set in the Might & Magic(r) universe players will experience ferocious combat in a dark and immersive fantasy environment.  Swords Stealth Sorcery. Choose your way to kill.Cutting-edge technology: Experience an enhanced version of the famous Source(tm) Engine created by Valve. Discover the fresh perspective of a view with complete body awareness realistic movements physics rendering and a complete first-person melee combat system in a fantasy setting. Never-ending action: Challenge the forces of evil in 12 huge levels and learn to master over 30 weapons and an arsenal of devastating spells.Evolve your character: Extend your gameplay experience without being limited to a single discipline. Learn powerful new spells and attacks using Dark Messiahs unique Skill Evolution System as you progress through the game.Revolutionary multiplayer mode: Get ready to battle with up to 32 players in the revolutionary Crusade mode which will enable players to gain experience and new skills across dynamic online campaigns. Enlist with the humans or the undead and choose among five complementary character classes. (c) 2006 Ubisoft Entertainment.  All Rights Reserved.  Dark Messiah Might and Magic Ubisoft and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries.  Developed by Arkane Studios.,http://cdn.akamai.steamstatic.com/steam/apps/2100/page_bg_generated_v6b.jpg?t=1447350903,,Discover a new breed of Action-RPG game powered by an enhanced version of the Source(tm) Engine by Valve. Set in the Might & Magic(r) universe players will experience ferocious combat in a dark and immersive fantasy environment.  Swords Stealth Sorcery. Choose your way to kill.Cutting-edge technology: Experience an enhanced version of the famous Source(tm) Engine created by Valve. Discover the fresh perspective of a view with complete body awareness realistic movements physics rendering and a complete first-person melee combat system in a fantasy setting. Never-ending action: Challenge the forces of evil in 12 huge levels and learn to master over 30 weapons and an arsenal of devastating spells.Evolve your character: Extend your gameplay experience without being limited to a single discipline. Learn powerful new spells and attacks using Dark Messiahs unique Skill Evolution System as you progress through the game.Revolutionary multiplayer mode: Get ready to battle with up to 32 players in the revolutionary Crusade mode which will enable players to gain experience and new skills across dynamic online campaigns. Enlist with the humans or the undead and choose among five complementary character classes. (c) 2006 Ubisoft Entertainment.  All Rights Reserved.  Dark Messiah Might and Magic Ubisoft and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries.  Developed by Arkane Studios.,,,http://cdn.akamai.steamstatic.com/steam/apps/2100/header.jpg?t=1447350903,,,English French German Italian Spanish,http://www.darkmessiahmightandmagic.com,Minimum: AMD Athlon™ Pentium® 2.4 GHz 512MB RAM 128MB video card 7GB HDD Space Windows XP Mouse Keyboard Internet ConnectionRecommended: AMD Athlon™ Pentium® 3.0 GHz 256mb dx9 video card 7GB HDD Space Windows XP Mouse Keyboard Internet Connection,,,,,
2200,2200,Quake III Arena,Quake III Arena,Aug 3 2007,0,1,1,0,0,0,2,656,1,5,319063,14778,141686,9850,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,14.99,14.99,,,Welcome to the Arena where high-ranking warriors are transformed into spineless mush. Abandoning every ounce of common sense and any trace of doubt you lunge onto a stage of harrowing landscapes and veiled abysses. Your new environment rejects you with lava pits and atmospheric hazards as legions of foes surround you testing the gut reaction that brought you here in the first place. Your new mantra: Fight or be finished.,http://cdn.akamai.steamstatic.com/steam/apps/2200/page_bg_generated_v6b.jpg?t=1447351095,,Welcome to the Arena where high-ranking warriors are transformed into spineless mush. Abandoning every ounce of common sense and any trace of doubt you lunge onto a stage of harrowing landscapes and veiled abysses. Your new environment rejects you with lava pits and atmospheric hazards as legions of foes surround you testing the gut reaction that brought you here in the first place. Your new mantra: Fight or be finished.,,,http://cdn.akamai.steamstatic.com/steam/apps/2200/header.jpg?t=1447351095,,,English,None,3-D Hardware Accelerator with full OpenGL® support Pentium® 233 Mhz MMX®processor with 8 MB Video Card or Pentium II 266 Mhz processor with 4 MB Video Card or AMD® 350 Mhz K6®-2 processor with 4 MB Video Card 64 MB RAM a 100% Windows® XP/Vista compatible computer system (including compatible 32-bit drivers for video card sound card and input devices) 25 MB of uncompressed hard disk space for game files (Minimum Install) plus 45 MB for the Windows swap file 100% DirectX 3.0 or higher compatible sound card 100% Microsoft-compatible mouse and driver joystick (optional),,,,,
2210,2210,Quake 4,Quake IV,Aug 4 2011,17,0,1,0,81,1,1,509,1,15,173790,10909,93082,7984,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,14.99,14.99,Tech04@bethsoft.com,,In a desperate war for Earths survival against an unrelenting enemy the only way to defeat them is to become one of them. Armed with advanced weaponry and vehicles and aided by an elite squad of marines you take the battle to the heart of the Strogg home planet and become earths only hope for victory.Key features:Built on id Tech 4 (the Doom 3 engine)Sequel to the Quake 2 storylineBattle outdoors using tanks and walkersFight with the support of an elite squadCompete online in fast action arena-style multiplayer,http://cdn.akamai.steamstatic.com/steam/apps/2210/page_bg_generated_v6b.jpg?t=1447351610,The latest chapter in the Quake series is now on Steam!,In a desperate war for Earths survival against an unrelenting enemy the only way to defeat them is to become one of them. Armed with advanced weaponry and vehicles and aided by an elite squad of marines you take the battle to the heart of the Strogg home planet and become earths only hope for victory.Key features:Built on id Tech 4 (the Doom 3 engine)Sequel to the Quake 2 storylineBattle outdoors using tanks and walkersFight with the support of an elite squadCompete online in fast action arena-style multiplayer,,,http://cdn.akamai.steamstatic.com/steam/apps/2210/header.jpg?t=1447351610,Quake(r) 4 (c) 2005-2011 id Software LLC a ZeniMax Media company. Quake id id Software id Tech and related logos are registered trademarks or trademarks of id Software LLC in the U.S. and/or other countries.  Bethesda Bethesda Softworks ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. All Rights Reserved.,,English,http://www.idsoftware.com/games/quake/quake4/,Operating System: Windows(r) XP Processor: Intel(r) Pentium(r) 4 2.0 GHz or AMD(r) Athlon(r) XP 2000+ processor or higherMemory: 512MB RAMHard Disk Space: 2.8GB of uncompressed free hard disk space (plus 400MB for Windows(r) swap file)Video: 100% DirectX(r) 9.0c compatible 64MB 3D hardware accelerated video card requiredSound: 100% DirectX(r) 9.0c compatible 16-bit sound card and latest driversDirectX(r) Version: 9.0c,,,,,
2270,2270,Wolfenstein 3D,Wolfenstein 3D,Aug 3 2007,0,0,1,0,0,0,2,1061,1,5,288035,14042,134871,9611,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Maybe it was the fact that people got to blow away Nazis. Maybe it was the sheer challenge of it all. For whatever reason Wolfenstein 3D and Spear of Destiny pioneered the first-person shooter genre and brought its legendary creators id Software worldwide notoriety and numerous awards. In fact The Computer Gaming World Hall of Fame recognized Wolfenstein 3D as helping to shape the overall direction of the computer gaming industry.,http://cdn.akamai.steamstatic.com/steam/apps/2270/page_bg_generated_v6b.jpg?t=1447351096,,Maybe it was the fact that people got to blow away Nazis. Maybe it was the sheer challenge of it all. For whatever reason Wolfenstein 3D and Spear of Destiny pioneered the first-person shooter genre and brought its legendary creators id Software worldwide notoriety and numerous awards. In fact The Computer Gaming World Hall of Fame recognized Wolfenstein 3D as helping to shape the overall direction of the computer gaming industry.,,,http://cdn.akamai.steamstatic.com/steam/apps/2270/header.jpg?t=1447351096,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2280,2280,The Ultimate DOOM,Ultimate Doom,Aug 3 2007,0,0,1,0,0,0,2,2000,1,5,446580,17481,234051,12659,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,The complete megahit game that set the world afire. Plus All-New Episode IV: Thy Flesh Consumed.The demons came and the marines died. Except one. You are the last defense against these hell-spawned hordes. Prepare for the most intense mutant-laden blood-splattered action ever! The texture-mapped virtual world is so real you dont just play DOOM - you live it.The Ultimate DOOM takes you beyond anything youve ever experienced. First you get all three original episodes - thats 27 levels of awesome explosive excitement. Then it really blows you away with an all-new episode: Thy Flesh Consumed.Now youre dead meat. Just when you think youre getting pretty good at DOOM you get hit with Perfect Hatred Sever the Wicked and seven other expert levels never seen before! Theyre so incredibly tough the first 27 levels will seem like a walk in the park!,http://cdn.akamai.steamstatic.com/steam/apps/2280/page_bg_generated_v6b.jpg?t=1447351097,,The complete megahit game that set the world afire. Plus All-New Episode IV: Thy Flesh Consumed.The demons came and the marines died. Except one. You are the last defense against these hell-spawned hordes. Prepare for the most intense mutant-laden blood-splattered action ever! The texture-mapped virtual world is so real you dont just play DOOM - you live it.The Ultimate DOOM takes you beyond anything youve ever experienced. First you get all three original episodes - thats 27 levels of awesome explosive excitement. Then it really blows you away with an all-new episode: Thy Flesh Consumed.Now youre dead meat. Just when you think youre getting pretty good at DOOM you get hit with Perfect Hatred Sever the Wicked and seven other expert levels never seen before! Theyre so incredibly tough the first 27 levels will seem like a walk in the park!,,,http://cdn.akamai.steamstatic.com/steam/apps/2280/header.jpg?t=1447351097,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2290,2290,Final DOOM,Final DOOM,Aug 3 2007,0,0,1,0,0,0,2,389,1,6,374123,16002,116577,8935,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Two New 32-Level DOOM II Episodes.Evilution:Far from earth the UAC recommenced their experiments on on of the moons of Jupiter. A spaceship mistaken for a supply vexxel on radar hovered above the base. Hideous demons poured out blanketing the base with death. All your comrades were quickly slaughtered or zombified. This time its not about survival. Its about revenge.The Plutonia Experiment:Every effort has been made by the nations top scientists to close the seven interdimensional Gates of Hell but one portal remains open. Alone you must infiltrate the ravaged complex defeat the demon Gatekeeper and seal the last Hell-hole before the undead are prepared to once again take over the world.,http://cdn.akamai.steamstatic.com/steam/apps/2290/page_bg_generated_v6b.jpg?t=1447351098,,Two New 32-Level DOOM II Episodes.Evilution:Far from earth the UAC recommenced their experiments on on of the moons of Jupiter. A spaceship mistaken for a supply vexxel on radar hovered above the base. Hideous demons poured out blanketing the base with death. All your comrades were quickly slaughtered or zombified. This time its not about survival. Its about revenge.The Plutonia Experiment:Every effort has been made by the nations top scientists to close the seven interdimensional Gates of Hell but one portal remains open. Alone you must infiltrate the ravaged complex defeat the demon Gatekeeper and seal the last Hell-hole before the undead are prepared to once again take over the world.,,,http://cdn.akamai.steamstatic.com/steam/apps/2290/header.jpg?t=1447351098,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2300,2300,DOOM II: Hell on Earth,DOOM II,Aug 3 2007,0,0,1,0,83,0,2,1279,1,5,443890,17428,194594,11543,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Let the Obsession begin. Again.This time the entire forces of the netherworld have overrun Earth. To save her you must descend into the stygian depths of Hell itself!Battle mightier nastier deadlier demons and monsters. Use more powerful weapons. Survive more mind-blowing explosions and more of the bloodiest fiercest most awesome blastfest ever!Play DOOM II solo with two people over a modem or with up to four players over a LAN (supporting IPX protocol). No matter which way you choose get ready for adrenaline-pumping action-packed excitement thats sure to give your heart a real workout.,http://cdn.akamai.steamstatic.com/steam/apps/2300/page_bg_generated_v6b.jpg?t=1449848674,,Let the Obsession begin. Again.This time the entire forces of the netherworld have overrun Earth. To save her you must descend into the stygian depths of Hell itself!Battle mightier nastier deadlier demons and monsters. Use more powerful weapons. Survive more mind-blowing explosions and more of the bloodiest fiercest most awesome blastfest ever!Play DOOM II solo with two people over a modem or with up to four players over a LAN (supporting IPX protocol). No matter which way you choose get ready for adrenaline-pumping action-packed excitement thats sure to give your heart a real workout.,,,http://cdn.akamai.steamstatic.com/steam/apps/2300/header.jpg?t=1449848674,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2310,2310,Quake,QUAKE,Aug 3 2007,0,0,1,0,94,0,2,1266,1,5,340047,15256,181860,11159,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,http://support.bethsoft.com/,Rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting. Arm yourself against the cannibalistic Ogre fiendish Vore and indestructible Schambler using lethal nails fierce Thunderbolts and abominable Rocket and Grenade Launchers.,http://cdn.akamai.steamstatic.com/steam/apps/2310/page_bg_generated_v6b.jpg?t=1447351100,,Rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting. Arm yourself against the cannibalistic Ogre fiendish Vore and indestructible Schambler using lethal nails fierce Thunderbolts and abominable Rocket and Grenade Launchers.,,,http://cdn.akamai.steamstatic.com/steam/apps/2310/header.jpg?t=1447351100,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2320,2320,Quake II,QUAKE II,Aug 3 2007,0,1,1,0,0,0,2,660,1,4,318525,14766,140969,9825,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Shortly after landing on an alien surface you learn that hundreds of your men have been reduced to just a few. Now you must fight your way through heavily fortified military installations lower the citys defenses and shut down the enemys war machine. Only then will the fate of humanity be known.,http://cdn.akamai.steamstatic.com/steam/apps/2320/page_bg_generated_v6b.jpg?t=1447351101,,Shortly after landing on an alien surface you learn that hundreds of your men have been reduced to just a few. Now you must fight your way through heavily fortified military installations lower the citys defenses and shut down the enemys war machine. Only then will the fate of humanity be known.,,,http://cdn.akamai.steamstatic.com/steam/apps/2320/header.jpg?t=1447351101,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2330,2330,Quake II: The Reckoning,QUAKE II Mission Pack: The Reckoning,Aug 3 2007,0,0,1,0,0,0,2,0,1,4,279247,13826,18114,3522,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,2.99,2.99,,,You are part of an elite commando force that must infiltrate a hostile alien cite. Once inside you must scour industrial landscapes crawl through waterways and air ducts navigate treacherous canyons teeming with vicious mutants stow away on an alien spacecraft and destroy the enemys secret moon base.,http://cdn.akamai.steamstatic.com/steam/apps/2330/page_bg_generated_v6b.jpg?t=1447351102,,You are part of an elite commando force that must infiltrate a hostile alien cite. Once inside you must scour industrial landscapes crawl through waterways and air ducts navigate treacherous canyons teeming with vicious mutants stow away on an alien spacecraft and destroy the enemys secret moon base.,,,http://cdn.akamai.steamstatic.com/steam/apps/2330/header.jpg?t=1447351102,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2340,2340,Quake II: Ground Zero,QUAKE II Mission Pack: Ground Zero,Aug 3 2007,0,0,1,0,0,0,2,0,1,4,278171,13800,22239,3903,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,2.99,2.99,,,Take out the Big Gun sounded simple enough except the Strogg were waiting. You and a few marines like you are the lucky ones. Youve made it down in one piece and are still able to contact the fleet. The Gravity Well the Stroggs newest weapon in its arsenal against mankind is operational. With the fleet around Stroggos 5% of ground forces surviving and that number dwindling by the second your orders have changed: free your comrades. Destroy the Gravity Well.New Enemies - The Stalker Turrets Daedalus Medic Commander Carrier and the Black Widow.14 Entirely new levels and 10 new deathmatch levels.New Power-Ups - Deathmatch specific power-ups: Vengeance Sphere Hunter Sphere and Anti-matter bomb.New Weapons - The Chainsaw ETF Rifle and Plasma Beam.,http://cdn.akamai.steamstatic.com/steam/apps/2340/page_bg_generated_v6b.jpg?t=1447351102,,Take out the Big Gun sounded simple enough except the Strogg were waiting. You and a few marines like you are the lucky ones. Youve made it down in one piece and are still able to contact the fleet. The Gravity Well the Stroggs newest weapon in its arsenal against mankind is operational. With the fleet around Stroggos 5% of ground forces surviving and that number dwindling by the second your orders have changed: free your comrades. Destroy the Gravity Well.New Enemies - The Stalker Turrets Daedalus Medic Commander Carrier and the Black Widow.14 Entirely new levels and 10 new deathmatch levels.New Power-Ups - Deathmatch specific power-ups: Vengeance Sphere Hunter Sphere and Anti-matter bomb.New Weapons - The Chainsaw ETF Rifle and Plasma Beam.,,,http://cdn.akamai.steamstatic.com/steam/apps/2340/header.jpg?t=1447351102,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2350,2350,Quake III: Team Arena,QUAKE III: Team Arena,Aug 3 2007,0,1,1,0,69,1,2,0,1,2,317987,14753,51115,5917,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,14.99,14.99,,,Never before have the forces aligned. United by name and by cause The Fallen Pagans Crusaders Intruders and Stroggs must channel their power into an allied operation where teamwork is the only method of mass destruction. Four distinct games test each troops synthesis and strength to exacting degrees. Cooperation is the only course of action and war the only alternative. Soldiers once alone in their struggle now face the Arena as one.,http://cdn.akamai.steamstatic.com/steam/apps/2350/page_bg_generated_v6b.jpg?t=1447351103,,Never before have the forces aligned. United by name and by cause The Fallen Pagans Crusaders Intruders and Stroggs must channel their power into an allied operation where teamwork is the only method of mass destruction. Four distinct games test each troops synthesis and strength to exacting degrees. Cooperation is the only course of action and war the only alternative. Soldiers once alone in their struggle now face the Arena as one.,,,http://cdn.akamai.steamstatic.com/steam/apps/2350/header.jpg?t=1447351103,,,English,None,3-D Hardware Accelerator with full OpenGL® support Pentium II(R) 300 Mhz or AMD® 350 Mhz K6®-2 processor or Athlon® processor Windows 2000/XP/Vista operating system 64 MB RAM 16 MB video card 400 MB of uncompressed hard disk space for each game 100 MB of free hard drive space for the Windows swap file (in addition to install space) a 100% Windows® 2000/XP-compatible computer system (including compatible 32-bit drivers for video card sound card and input devices) 100% DirectX 3.0 or higher compatible sound card 100% Microsoft-compatible mouse and driver,,,,,
2360,2360,HeXen: Beyond Heretic,HeXen: Beyond Heretic,Aug 3 2007,0,0,1,0,0,0,2,158,1,8,184551,11241,37305,5055,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,While you were battling the evil forces of DSparil the other Serpent Riders were busy sowing the seeds of destruction in other dimensions. One such dimension is the decaying world where Hexen takes place. A world littered with the mangled corpses of nonbelievers and inhabited by the undead followers that executed them. Only three humans &endash; a warrior a mage and a cleric &endash; have escaped the leaders vicious spell. Now these brave souls have sworn to crush the evil regime that threatens to destroy the world forever. Separated upon entering the mystical portal the three are forced to attempt on their own what they had hoped to do together: find Koraxs stronghold destroy him and restore order in the physical world.Become one of 3 heroes. Wield superhuman powers and lethal weapons.Walk. Run. Fly. Look all around. Inflict serious pain.Pillage your way through earthquakes crumbling bridges and fog.Track down powerful artifacts and cast wicked spells.Four sick individuals can wreak havoc via network two by modem.,http://cdn.akamai.steamstatic.com/steam/apps/2360/page_bg_generated_v6b.jpg?t=1447351105,,While you were battling the evil forces of DSparil the other Serpent Riders were busy sowing the seeds of destruction in other dimensions. One such dimension is the decaying world where Hexen takes place. A world littered with the mangled corpses of nonbelievers and inhabited by the undead followers that executed them. Only three humans &endash; a warrior a mage and a cleric &endash; have escaped the leaders vicious spell. Now these brave souls have sworn to crush the evil regime that threatens to destroy the world forever. Separated upon entering the mystical portal the three are forced to attempt on their own what they had hoped to do together: find Koraxs stronghold destroy him and restore order in the physical world.Become one of 3 heroes. Wield superhuman powers and lethal weapons.Walk. Run. Fly. Look all around. Inflict serious pain.Pillage your way through earthquakes crumbling bridges and fog.Track down powerful artifacts and cast wicked spells.Four sick individuals can wreak havoc via network two by modem.,,,http://cdn.akamai.steamstatic.com/steam/apps/2360/header.jpg?t=1447351105,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2370,2370,HeXen: Deathkings of the Dark Citadel,HeXen: Deathkings of the Dark Citadel,Aug 3 2007,0,0,1,0,0,0,2,0,1,20,178632,11060,17038,3416,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Where HeXen Ends the True Nightmare Begins. Deathkings of the Dark Citadel is the only official expansion of the original HeXen game. This add-on pack features 20 new single player levels from the original HeXen team as well as a host of new multiplayer options.Deathkings of the Dark Citadel was the first true game expansion that Raven Software ever produced. In addition to providing three new hubs for the original HeXen the Deathkings expansion was the first multiplayer game that allowed eight players to connect to a LAN simultaneously.,http://cdn.akamai.steamstatic.com/steam/apps/2370/page_bg_generated_v6b.jpg?t=1447351106,,Where HeXen Ends the True Nightmare Begins. Deathkings of the Dark Citadel is the only official expansion of the original HeXen game. This add-on pack features 20 new single player levels from the original HeXen team as well as a host of new multiplayer options.Deathkings of the Dark Citadel was the first true game expansion that Raven Software ever produced. In addition to providing three new hubs for the original HeXen the Deathkings expansion was the first multiplayer game that allowed eight players to connect to a LAN simultaneously.,,,http://cdn.akamai.steamstatic.com/steam/apps/2370/header.jpg?t=1447351106,,,English,None,Minimum: A 100% Windows XP/Vista-compatible computer system,,,,,
2390,2390,Heretic: Shadow of the Serpent Riders,Heretic: Shadow of the Serpent Riders,Aug 3 2007,0,0,1,0,0,0,2,241,1,8,185089,11258,46452,5641,0,0,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,In a twisted medieval dimension undead creatures and bestial horrors have done the unthinkable--callously slaughtering your entire race. Your friends. Your family. Eliminated. But the nightmare has just begun. Wielding ungodly weapons such as the Firemace and Hellstaff and casting spells from the Tomes of Power you must seek your vengeance. Or die trying.Supports up to four players via network two by modem. Adventure through the game with a friend or crack their skull in a bloody deathmatch.Walk. Run. Fly. Look all around you even up and down.Choose from among 7 weapons (from the simple staff to the awesome Phoenix Rod).Use arcane artifacts to unleash unearthly power on unsuspecting foes.,http://cdn.akamai.steamstatic.com/steam/apps/2390/page_bg_generated_v6b.jpg?t=1447351107,,In a twisted medieval dimension undead creatures and bestial horrors have done the unthinkable--callously slaughtering your entire race. Your friends. Your family. Eliminated. But the nightmare has just begun. Wielding ungodly weapons such as the Firemace and Hellstaff and casting spells from the Tomes of Power you must seek your vengeance. Or die trying.Supports up to four players via network two by modem. Adventure through the game with a friend or crack their skull in a bloody deathmatch.Walk. Run. Fly. Look all around you even up and down.Choose from among 7 weapons (from the simple staff to the awesome Phoenix Rod).Use arcane artifacts to unleash unearthly power on unsuspecting foes.,,,http://cdn.akamai.steamstatic.com/steam/apps/2390/header.jpg?t=1447351107,,,English,None,Minimum: A 100% Windows 2000/XP/Vista-compatible computer system,,,,,
